لا, 0.001
من, 0.001
هذا, 0.001
أن, 0.001
في, 0.001
أنا, 0.001
على, 0.001
ما, 0.001
هل, 0.001
يا, 0.001
و, 0.001
لقد, 0.001
ذلك, 0.001
ماذا, 0.001
أنت, 0.001
هنا, 0.001
لم, 0.001
إلى, 0.001
نعم, 0.001
كان, 0.001
هو, 0.001
ان, 0.001
هذه, 0.001
هناك, 0.001
عن, 0.001
فى, 0.001
كل, 0.001
فقط, 0.001
ليس, 0.001
كنت, 0.001
الآن, 0.001
يجب, 0.001
انا, 0.001
لك, 0.001
مع, 0.001
شيء, 0.001
لكن, 0.001
الذي, 0.001
لن, 0.001
حسنا, 0.001
سوف, 0.001
كيف, 0.001
هيا, 0.001
نحن, 0.001
إنه, 0.001
أجل, 0.001
لماذا, 0.001
إذا, 0.001
عندما, 0.001
انه, 0.001
لي, 0.001
كذلك, 0.001
الى, 0.001
انت, 0.001
بعد, 0.001
هي, 0.001
أين, 0.001
أنه, 0.001
كانت, 0.001
أي, 0.001
حتى, 0.001
إنها, 0.001
أعرف, 0.001
تلك, 0.001
قبل, 0.001
قد, 0.001
الأمر, 0.001
بعض, 0.001
أو, 0.001
مثل, 0.001
أريد, 0.001
رجل, 0.001
أعتقد, 0.001
لو, 0.001
ربما, 0.001
بخير, 0.001
أيها, 0.001
يكون, 0.001
جيد, 0.001
عليك, 0.001
شخص, 0.001
أنك, 0.001
إن, 0.001
التي, 0.001
به, 0.001
علي, 0.001
ولكن, 0.001
أليس, 0.001
أحد, 0.001
الوقت, 0.001
انها, 0.001
يمكن, 0.001
اليوم, 0.001
تعرف, 0.001
تريد, 0.001
صحيح, 0.001
تكون, 0.001
أكثر, 0.001
لست, 0.001
أستطيع, 0.001
كما, 0.001
شئ, 0.001
منذ, 0.001
لذا, 0.001
واحد, 0.001
جدا, 0.001
يمكنك, 0.001
لديك, 0.001
الرجل, 0.001
يبدو, 0.001
كلا, 0.001
لدي, 0.001
أوه, 0.001
تفعل, 0.001
سيدي, 0.001
غير, 0.001
مرة, 0.001
عليه, 0.001
اذا, 0.001
حدث, 0.001
آخر, 0.001
شكرا, 0.001
لدينا, 0.001
يوجد, 0.001
أعلم, 0.001
مكان, 0.001
الناس, 0.001
له, 0.001
سيكون, 0.001
رائع, 0.001
مرحبا, 0.001
آسف, 0.001
وقت, 0.001
سيد, 0.001
